pid	graphType	setIndex	obsIndex	edgeAB.true	edgeAC.true	edgeBC.true	activations.A	activations.B	activations.C	explanation.node1	explanation.node2	explanation.nodes_active	explanation.cause	edgeAB.response	edgeAC.response	edgeBC.response	responseTime
42	skip	1	4	backward	backward	forward	True	True	True	C	A	True	True	none	backward	none	4656
42	skip	1	5	backward	backward	forward	True	True	True	C	B	True	False	forward	none	none	6760
42	skip	1	6	backward	backward	forward	False	False	False	A	B	False	False	backward	none	backward	63576
42	skip	1	7	backward	backward	forward	False	False	False	B	C	False	True	forward	none	backward	9776
42	skip	1	8	backward	backward	forward	False	False	False	B	A	False	True	backward	backward	none	10383
42	skip	1	9	backward	backward	forward	True	True	False	B	A	True	True	backward	backward	none	3894
42	common_cause	2	0	backward	none	forward	False	False	False	C	A	False	False	none	none	backward	41053
42	common_cause	2	1	backward	none	forward	True	True	True	A	B	True	False	none	none	backward	14629
42	common_cause	2	2	backward	none	forward	True	True	True	B	A	True	True	backward	none	none	10219
42	common_cause	2	3	backward	none	forward	False	False	False	A	C	False	False	backward	forward	none	17051
42	common_cause	2	4	backward	none	forward	False	False	False	C	B	False	False	forward	backward	none	8859
42	common_cause	2	5	backward	none	forward	True	True	True	C	B	True	False	backward	backward	none	7226
42	common_cause	2	6	backward	none	forward	False	False	False	B	A	False	True	backward	none	backward	8648
42	common_cause	2	7	backward	none	forward	True	True	True	A	B	True	False	none	forward	backward	8864
42	common_cause	2	8	backward	none	forward	False	False	False	C	A	False	False	forward	none	forward	12295
42	common_cause	2	9	backward	none	forward	False	False	False	A	B	False	False	none	forward	forward	13094
42	pair	3	0	backward	none	none	False	False	False	A	B	False	False	none	forward	backward	21306
42	pair	3	1	backward	none	none	False	False	True	A	B	False	False	none	forward	backward	7484
42	pair	3	2	backward	none	none	True	True	False	B	A	True	True	backward	forward	none	6755
42	pair	3	3	backward	none	none	True	True	True	C	A	True	False	backward	none	backward	10441
42	pair	3	4	backward	none	none	False	False	True	A	B	False	False	forward	none	backward	9355
42	pair	3	5	backward	none	none	False	False	False	B	A	False	False	forward	none	forward	10153
42	pair	3	6	backward	none	none	True	True	False	B	A	True	True	backward	none	forward	4433
42	pair	3	7	backward	none	none	True	True	False	B	A	True	True	backward	none	forward	2272
42	pair	3	8	backward	none	none	False	False	True	B	A	False	True	backward	none	forward	8488
42	pair	3	9	backward	none	none	False	False	True	B	A	False	True	backward	none	forward	1367
42	common_effect	4	0	backward	backward	none	False	False	False	C	A	False	True	none	backward	none	18807
42	common_effect	4	1	backward	backward	none	True	True	False	A	B	True	False	none	forward	forward	19709
42	common_effect	4	2	backward	backward	none	True	True	True	B	A	True	True	backward	forward	none	6468
42	common_effect	4	3	backward	backward	none	True	False	True	C	A	True	True	backward	backward	none	4332
42	common_effect	4	4	backward	backward	none	False	False	False	A	B	False	False	backward	backward	none	8818
42	common_effect	4	5	backward	backward	none	True	True	False	A	B	True	False	backward	backward	none	4736
42	common_effect	4	6	backward	backward	none	True	False	True	A	C	True	False	backward	backward	none	2362
42	common_effect	4	7	backward	backward	none	True	True	True	C	B	True	False	backward	backward	none	5648
42	common_effect	4	8	backward	backward	none	True	False	True	A	C	True	False	backward	backward	none	2519
42	common_effect	4	9	backward	backward	none	True	True	False	B	A	True	False	forward	backward	none	6053
42	line	5	0	none	forward	backward	False	False	False	C	A	False	False	none	none	backward	25059
42	line	5	1	none	forward	backward	True	True	True	A	B	True	True	forward	forward	none	18040
42	line	5	2	none	forward	backward	True	True	True	B	A	True	False	forward	forward	none	2476
42	line	5	3	none	forward	backward	True	True	True	B	A	True	False	forward	forward	none	1412
42	line	5	4	none	forward	backward	False	True	False	A	C	False	True	forward	forward	none	5577
42	line	5	5	none	forward	backward	True	True	True	C	B	True	True	none	forward	backward	9297
42	line	5	6	none	forward	backward	False	False	False	C	B	False	True	none	forward	backward	2489
42	line	5	7	none	forward	backward	True	True	True	B	C	True	False	none	forward	backward	2936
42	line	5	8	none	forward	backward	True	True	True	C	A	True	False	none	forward	backward	2415
42	line	5	9	none	forward	backward	False	False	False	A	C	False	True	none	forward	backward	4039
43	common_effect	0	0	backward	backward	none	True	False	True	A	C	True	False	backward	none	forward	35553
43	common_effect	0	1	backward	backward	none	True	False	True	A	C	True	False	backward	none	none	15268
43	common_effect	0	2	backward	backward	none	False	True	False	C	A	False	True	none	backward	backward	19019
43	common_effect	0	3	backward	backward	none	True	True	True	C	A	True	True	none	backward	backward	7062
43	common_effect	0	4	backward	backward	none	True	True	False	A	B	True	False	none	backward	backward	7761
43	common_effect	0	5	backward	backward	none	True	False	True	A	C	True	False	none	backward	backward	8275
43	common_effect	0	6	backward	backward	none	True	True	True	A	B	True	False	none	backward	backward	17674
43	common_effect	0	7	backward	backward	none	True	False	True	C	A	True	True	none	backward	backward	3410
43	common_effect	0	8	backward	backward	none	True	True	False	B	A	True	True	backward	backward	none	12864
43	common_effect	0	9	backward	backward	none	True	False	False	B	C	False	False	backward	backward	none	5577
43	pair	1	0	none	none	backward	True	True	True	A	C	True	False	none	backward	forward	12233
43	pair	1	1	none	none	backward	True	True	True	C	A	True	False	backward	none	forward	3836
43	pair	1	2	none	none	backward	False	True	True	C	B	True	True	none	none	backward	7851
43	pair	1	3	none	none	backward	True	True	True	B	C	True	False	none	none	backward	2970
43	pair	1	4	none	none	backward	True	False	False	B	C	False	False	none	none	backward	5509
43	pair	1	5	none	none	backward	False	False	False	C	B	False	True	none	none	backward	50515
43	pair	1	6	none	none	backward	True	False	False	B	C	False	False	none	none	backward	3380
43	pair	1	7	none	none	backward	False	False	False	A	C	False	False	none	none	backward	2572
43	pair	1	8	none	none	backward	True	True	False	B	A	True	False	none	none	backward	3636
43	pair	1	9	none	none	backward	True	True	False	A	B	True	False	forward	none	backward	9193
43	line	2	0	backward	none	backward	True	True	True	A	B	True	False	none	none	backward	13360
43	line	2	1	backward	none	backward	True	True	True	C	A	True	True	backward	none	backward	6210
43	line	2	2	backward	none	backward	False	False	False	C	A	False	True	backward	backward	backward	6445
43	line	2	3	backward	none	backward	True	True	True	B	A	True	True	backward	none	backward	6856
43	line	2	4	backward	none	backward	False	False	False	C	B	False	True	backward	none	backward	4556
43	line	2	5	backward	none	backward	False	False	False	A	C	False	False	backward	none	backward	2346
43	line	2	6	backward	none	backward	False	False	False	A	B	False	False	backward	none	backward	2930
43	line	2	7	backward	none	backward	False	False	False	A	B	False	False	backward	none	backward	1987
43	line	2	8	backward	none	backward	False	False	False	C	B	False	True	backward	none	backward	2204
43	line	2	9	backward	none	backward	False	False	False	A	C	False	False	backward	none	backward	2841
43	common_cause	3	0	forward	forward	none	True	True	True	A	B	True	True	forward	none	none	7232
43	common_cause	3	1	forward	forward	none	True	True	True	C	A	True	False	forward	none	none	3799
43	common_cause	3	2	forward	forward	none	False	False	False	C	A	False	False	forward	none	none	1755
43	common_cause	3	3	forward	forward	none	True	True	True	B	A	True	False	forward	none	none	2793
43	common_cause	3	4	forward	forward	none	False	False	False	C	B	False	False	forward	none	none	2967
43	common_cause	3	5	forward	forward	none	False	False	False	A	C	False	True	forward	forward	none	7396
43	common_cause	3	6	forward	forward	none	True	True	False	A	B	True	True	forward	forward	none	1464
43	common_cause	3	7	forward	forward	none	True	False	True	A	C	True	False	forward	forward	none	6970
43	common_cause	3	8	forward	forward	none	False	False	False	C	B	False	False	forward	forward	none	1869
43	common_cause	3	9	forward	forward	none	True	True	True	B	A	True	False	forward	forward	none	1344
43	separate	4	0	none	none	none	True	False	True	A	C	True	False	none	none	forward	7238
43	separate	4	1	none	none	none	False	False	True	A	B	False	False	none	none	forward	4391
43	separate	4	2	none	none	none	True	True	False	A	B	True	False	none	none	forward	2401
43	separate	4	3	none	none	none	False	True	False	A	C	False	False	none	none	forward	2918
43	separate	4	4	none	none	none	False	True	False	C	A	False	False	none	none	forward	2364
43	separate	4	5	none	none	none	True	False	True	C	A	True	False	none	none	forward	4888
43	separate	4	6	none	none	none	True	False	True	A	C	True	False	none	none	forward	3078
43	separate	4	7	none	none	none	True	True	False	B	A	True	False	none	none	forward	4724
43	separate	4	8	none	none	none	False	False	False	B	A	False	False	none	none	forward	3308
43	separate	4	9	none	none	none	True	False	False	C	B	False	False	none	none	forward	2236
43	skip	5	0	backward	backward	forward	False	False	False	C	A	False	False	backward	none	none	10892
43	skip	5	1	backward	backward	forward	False	False	False	C	A	False	True	backward	backward	none	15076
43	skip	5	2	backward	backward	forward	True	True	True	C	A	True	False	backward	none	backward	4112
43	skip	5	3	backward	backward	forward	False	False	False	C	A	False	True	backward	none	backward	3545
43	skip	5	4	backward	backward	forward	False	False	False	B	A	False	True	backward	none	backward	3146
43	skip	5	5	backward	backward	forward	False	False	False	A	B	False	False	backward	none	backward	2572
43	skip	5	6	backward	backward	forward	False	False	False	C	B	False	False	backward	backward	none	6600
43	skip	5	7	backward	backward	forward	True	True	True	A	C	True	False	backward	backward	none	5249
43	skip	5	8	backward	backward	forward	True	False	True	C	A	True	True	backward	backward	none	4499
43	skip	5	9	backward	backward	forward	True	True	True	C	B	True	False	backward	backward	none	2102
45	skip	0	0	forward	forward	backward	False	True	True	B	C	True	False	none	forward	none	29598
45	skip	0	1	forward	forward	backward	True	True	True	B	C	True	False	none	forward	none	6502
45	skip	0	2	forward	forward	backward	False	False	False	A	C	False	True	none	forward	none	11787
45	skip	0	3	forward	forward	backward	False	True	True	C	B	True	True	none	forward	backward	5439
45	skip	0	4	forward	forward	backward	False	False	False	C	B	False	True	none	forward	backward	2285
45	skip	0	5	forward	forward	backward	False	False	False	B	A	False	False	none	forward	backward	3407
45	skip	0	6	forward	forward	backward	False	False	False	C	A	False	False	none	forward	backward	2939
45	skip	0	7	forward	forward	backward	True	True	True	B	C	True	False	none	forward	backward	2572
45	skip	0	8	forward	forward	backward	True	False	False	B	C	False	False	none	forward	backward	4495
45	skip	0	9	forward	forward	backward	False	True	False	A	C	False	True	none	forward	backward	6733
45	common_effect	1	0	backward	backward	none	False	False	False	C	B	False	False	none	none	none	7365
45	common_effect	1	1	backward	backward	none	True	True	True	B	A	True	False	none	backward	none	7545
45	common_effect	1	2	backward	backward	none	False	False	False	A	B	False	False	none	backward	none	7389
45	common_effect	1	3	backward	backward	none	True	False	False	C	B	False	False	none	backward	none	8860
45	common_effect	1	4	backward	backward	none	True	True	True	C	A	True	True	none	backward	none	9866
45	common_effect	1	5	backward	backward	none	False	False	True	A	B	False	False	none	backward	none	2948
45	common_effect	1	6	backward	backward	none	True	True	True	B	C	True	False	none	backward	none	6338
45	common_effect	1	7	backward	backward	none	False	False	False	A	B	False	False	none	backward	forward	5032
45	common_effect	1	8	backward	backward	none	True	True	False	A	B	True	False	none	backward	forward	3714
45	common_effect	1	9	backward	backward	none	True	True	False	B	A	True	True	none	backward	forward	2301
45	common_cause	2	0	backward	none	forward	False	False	True	B	A	False	True	backward	none	none	5347
45	common_cause	2	1	backward	none	forward	True	True	True	B	C	True	True	backward	none	forward	4697
45	common_cause	2	2	backward	none	forward	False	False	False	B	A	False	True	backward	none	forward	9327
45	common_cause	2	3	backward	none	forward	False	False	True	A	B	False	False	backward	none	forward	3041
45	common_cause	2	4	backward	none	forward	False	False	False	C	B	False	False	backward	none	forward	3087
45	common_cause	2	5	backward	none	forward	True	True	True	A	B	True	False	backward	none	forward	2452
45	common_cause	2	6	backward	none	forward	True	True	False	A	B	True	False	backward	none	forward	1305
45	common_cause	2	7	backward	none	forward	True	True	True	C	A	True	False	backward	none	forward	3082
45	common_cause	2	8	backward	none	forward	True	True	True	A	B	True	False	backward	none	forward	5024
45	common_cause	2	9	backward	none	forward	True	True	True	B	A	True	True	backward	none	forward	15398
45	separate	3	0	none	none	none	False	False	False	C	B	False	False	none	none	none	5437
45	separate	3	1	none	none	none	True	True	True	B	A	True	False	none	none	none	4647
45	separate	3	2	none	none	none	False	False	True	A	B	False	False	none	none	none	10981
45	separate	3	3	none	none	none	True	False	False	B	C	False	False	none	none	none	5006
45	separate	3	4	none	none	none	False	False	False	A	C	False	False	none	none	none	3577
45	separate	3	5	none	none	none	True	False	True	C	A	True	False	none	none	none	3778
45	separate	3	6	none	none	none	False	False	True	B	A	False	False	none	none	none	66434
45	separate	3	7	none	none	none	True	True	False	B	A	True	False	none	none	none	2130
45	separate	3	8	none	none	none	False	True	False	A	C	False	False	none	none	none	4224
45	separate	3	9	none	none	none	False	True	True	C	B	True	False	none	none	none	1543
45	pair	4	0	none	none	backward	False	True	False	A	C	False	False	none	none	none	6052
45	pair	4	1	none	none	backward	True	True	True	C	B	True	True	none	none	backward	8138
45	pair	4	2	none	none	backward	False	False	False	A	B	False	False	none	none	backward	12944
45	pair	4	3	none	none	backward	True	False	False	B	C	False	False	none	none	backward	4567
45	pair	4	4	none	none	backward	False	True	False	A	C	False	False	none	none	backward	4187
45	pair	4	5	none	none	backward	True	True	True	C	B	True	True	none	none	backward	3430
45	pair	4	6	none	none	backward	True	True	True	B	A	True	False	none	none	backward	5473
45	pair	4	7	none	none	backward	False	True	True	B	C	True	False	none	none	backward	1626
45	pair	4	8	none	none	backward	False	True	True	B	C	True	False	none	none	backward	1331
45	pair	4	9	none	none	backward	True	False	False	B	C	False	False	none	none	backward	880
45	line	5	0	none	backward	forward	True	False	True	C	A	True	True	none	backward	none	5696
45	line	5	1	none	backward	forward	True	True	True	B	C	True	True	none	backward	forward	13290
45	line	5	2	none	backward	forward	False	False	False	B	A	False	True	none	backward	forward	6279
45	line	5	3	none	backward	forward	True	False	True	A	C	True	False	none	backward	forward	2737
45	line	5	4	none	backward	forward	False	False	False	C	B	False	False	none	backward	forward	2591
45	line	5	5	none	backward	forward	True	True	True	A	B	True	False	none	backward	forward	1563
45	line	5	6	none	backward	forward	False	True	True	B	C	True	True	none	backward	forward	9838
45	line	5	7	none	backward	forward	True	True	True	C	A	True	True	none	backward	forward	3281
45	line	5	8	none	backward	forward	True	True	True	A	B	True	False	none	backward	forward	4581
45	line	5	9	none	backward	forward	True	True	True	B	A	True	True	none	backward	forward	1945
49	separate	0	0	none	none	none	True	False	True	C	A	True	False	none	backward	none	10338
49	separate	0	1	none	none	none	True	False	True	C	A	True	False	none	backward	none	5618
49	separate	0	2	none	none	none	True	False	False	C	B	False	False	none	forward	none	10121
49	separate	0	3	none	none	none	False	True	False	C	A	False	False	none	forward	none	2560
49	separate	0	4	none	none	none	True	False	False	C	B	False	False	none	forward	none	2624
49	separate	0	5	none	none	none	True	False	False	B	C	False	False	none	forward	none	2169
49	separate	0	6	none	none	none	False	True	False	C	A	False	False	none	forward	none	2612
49	separate	0	7	none	none	none	True	False	True	C	A	True	False	none	forward	none	2080
49	separate	0	8	none	none	none	False	True	False	A	C	False	False	none	forward	none	2145
49	separate	0	9	none	none	none	True	False	False	B	C	False	False	none	forward	none	1882
49	pair	1	0	backward	none	none	False	False	True	B	A	False	True	none	none	none	5432
49	pair	1	1	backward	none	none	True	True	True	C	B	True	False	forward	backward	none	8552
49	pair	1	2	backward	none	none	True	True	True	B	C	True	False	forward	backward	none	2127
49	pair	1	3	backward	none	none	False	False	False	C	B	False	False	forward	backward	none	8278
49	pair	1	4	backward	none	none	False	False	True	A	B	False	False	forward	backward	none	2474
49	pair	1	5	backward	none	none	False	False	False	C	A	False	False	forward	backward	none	1875
49	pair	1	6	backward	none	none	False	False	False	B	C	False	False	forward	backward	none	2013
49	pair	1	7	backward	none	none	False	False	False	B	C	False	False	forward	backward	none	2159
49	pair	1	8	backward	none	none	True	True	False	B	A	True	True	forward	none	backward	26442
49	pair	1	9	backward	none	none	True	True	False	A	B	True	False	forward	none	backward	2620
49	skip	2	0	forward	forward	forward	True	True	True	B	C	True	True	backward	backward	none	4795
49	skip	2	1	forward	forward	forward	False	False	False	C	B	False	False	backward	backward	none	5673
49	skip	2	2	forward	forward	forward	False	False	False	C	B	False	False	none	none	none	3017
49	skip	2	3	forward	forward	forward	False	False	False	A	B	False	True	none	none	none	3232
49	skip	2	4	forward	forward	forward	False	False	False	B	C	False	True	none	none	none	1462
49	skip	2	5	forward	forward	forward	True	True	True	C	A	True	False	none	none	none	1682
49	skip	2	6	forward	forward	forward	False	False	False	C	A	False	False	none	none	none	1622
49	skip	2	7	forward	forward	forward	True	True	True	A	B	True	True	none	none	none	2536
49	skip	2	8	forward	forward	forward	True	True	True	B	A	True	False	none	none	none	8108
49	skip	2	9	forward	forward	forward	False	False	False	B	A	False	False	backward	none	forward	19794
49	line	3	0	none	backward	forward	False	False	False	C	A	False	True	none	none	none	2438
49	line	3	1	none	backward	forward	True	True	True	B	C	True	True	forward	forward	forward	5698
49	line	3	2	none	backward	forward	True	True	True	A	B	True	False	forward	forward	forward	1812
49	line	3	3	none	backward	forward	False	False	False	B	A	False	True	forward	forward	forward	1738
49	line	3	4	none	backward	forward	False	False	False	A	B	False	False	forward	forward	forward	1650
49	line	3	5	none	backward	forward	False	False	False	C	A	False	True	forward	forward	forward	1617
49	line	3	6	none	backward	forward	False	False	False	C	B	False	False	forward	forward	forward	1584
49	line	3	7	none	backward	forward	False	False	False	C	A	False	True	forward	forward	forward	1618
49	line	3	8	none	backward	forward	False	False	False	B	C	False	True	forward	forward	forward	1483
49	line	3	9	none	backward	forward	False	False	False	A	B	False	False	forward	forward	forward	1989
49	common_effect	4	0	forward	none	backward	True	True	True	C	A	True	False	forward	backward	backward	11666
49	common_effect	4	1	forward	none	backward	False	False	False	B	C	False	False	forward	backward	backward	5583
49	common_effect	4	2	forward	none	backward	True	True	False	A	B	True	True	backward	none	forward	16910
49	common_effect	4	3	forward	none	backward	True	True	True	B	A	True	False	backward	none	forward	2373
49	common_effect	4	4	forward	none	backward	True	True	False	A	B	True	True	backward	none	forward	1848
49	common_effect	4	5	forward	none	backward	False	False	False	C	A	False	False	backward	none	forward	1896
49	common_effect	4	6	forward	none	backward	True	True	True	C	B	True	True	backward	none	forward	1701
49	common_effect	4	7	forward	none	backward	False	True	True	C	B	True	False	backward	none	forward	2146
49	common_effect	4	8	forward	none	backward	False	True	True	B	C	True	False	backward	none	forward	1515
49	common_effect	4	9	forward	none	backward	True	True	True	B	C	True	False	backward	none	forward	1699
49	common_cause	5	0	forward	forward	none	True	True	True	C	A	True	False	none	none	none	4732
49	common_cause	5	1	forward	forward	none	False	False	False	B	C	False	False	none	none	none	1885
49	common_cause	5	2	forward	forward	none	True	True	True	A	B	True	True	forward	forward	none	10303
49	common_cause	5	3	forward	forward	none	True	True	True	B	A	True	False	forward	forward	none	1633
49	common_cause	5	4	forward	forward	none	True	True	True	A	B	True	True	forward	forward	none	1603
49	common_cause	5	5	forward	forward	none	False	False	False	C	A	False	False	forward	forward	none	3951
49	common_cause	5	6	forward	forward	none	True	True	True	C	B	True	False	forward	forward	backward	2516
49	common_cause	5	7	forward	forward	none	False	True	False	A	C	False	True	backward	backward	forward	16115
49	common_cause	5	8	forward	forward	none	True	True	True	C	A	True	False	backward	backward	forward	1701
49	common_cause	5	9	forward	forward	none	True	False	True	A	C	True	True	forward	none	backward	12108
50	skip	0	0	backward	backward	forward	False	False	False	B	A	False	True	backward	none	none	58208
50	skip	0	1	backward	backward	forward	True	False	True	A	C	True	False	backward	none	forward	21127
50	skip	0	2	backward	backward	forward	False	False	False	C	A	False	True	backward	backward	forward	10868
50	skip	0	3	backward	backward	forward	True	False	False	C	B	False	False	backward	backward	forward	13717
50	skip	0	4	backward	backward	forward	True	True	True	B	C	True	False	backward	backward	backward	19339
50	skip	0	5	backward	backward	forward	True	True	True	C	B	True	False	backward	backward	none	14347
50	skip	0	6	backward	backward	forward	False	False	False	A	C	False	False	backward	backward	none	18845
50	skip	0	7	backward	backward	forward	True	True	True	C	A	True	True	backward	backward	none	8767
50	skip	0	8	backward	backward	forward	True	True	True	A	B	True	False	backward	backward	none	6568
50	skip	0	9	backward	backward	forward	True	True	True	A	B	True	False	backward	backward	none	11152
50	common_effect	1	0	none	forward	forward	False	False	False	B	C	False	True	none	none	forward	8412
50	common_effect	1	1	none	forward	forward	True	False	True	C	A	True	False	backward	none	forward	8142
50	common_effect	1	2	none	forward	forward	True	False	True	C	A	True	False	backward	none	forward	4323
50	common_effect	1	3	none	forward	forward	True	False	True	A	C	True	True	backward	forward	forward	3176
50	common_effect	1	4	none	forward	forward	False	False	False	B	C	False	False	backward	forward	none	9242
50	common_effect	1	5	none	forward	forward	True	False	True	A	C	True	True	backward	forward	none	1729
50	common_effect	1	6	none	forward	forward	True	True	True	C	B	True	False	backward	forward	none	1574
50	common_effect	1	7	none	forward	forward	True	False	True	C	A	True	False	backward	forward	none	3246
50	common_effect	1	8	none	forward	forward	False	True	False	A	C	False	True	backward	forward	none	3512
50	common_effect	1	9	none	forward	forward	True	True	True	C	A	True	False	backward	forward	none	2737
50	pair	2	0	backward	none	none	False	False	False	C	A	False	False	backward	forward	forward	13965
50	pair	2	1	backward	none	none	False	False	False	C	B	False	False	backward	forward	forward	6512
50	pair	2	2	backward	none	none	True	True	False	B	A	True	True	backward	forward	forward	2877
50	pair	2	3	backward	none	none	False	False	False	B	A	False	False	forward	forward	forward	8735
50	pair	2	4	backward	none	none	False	True	True	C	B	True	False	forward	forward	forward	2569
50	pair	2	5	backward	none	none	True	True	True	C	B	True	False	forward	forward	forward	2818
50	pair	2	6	backward	none	none	False	False	True	B	A	False	True	backward	forward	forward	6983
50	pair	2	7	backward	none	none	False	True	False	C	A	False	False	backward	forward	forward	4606
50	pair	2	8	backward	none	none	True	True	True	A	B	True	False	backward	forward	forward	3024
50	pair	2	9	backward	none	none	True	True	True	C	B	True	False	backward	forward	forward	2735
50	separate	3	0	none	none	none	False	False	False	C	B	False	False	none	none	forward	5732
50	separate	3	1	none	none	none	False	True	False	A	C	False	False	none	backward	forward	3446
50	separate	3	2	none	none	none	True	True	False	B	A	True	False	none	backward	forward	1933
50	separate	3	3	none	none	none	False	True	True	C	B	True	False	none	backward	forward	3528
50	separate	3	4	none	none	none	False	True	True	C	B	True	False	none	backward	forward	1948
50	separate	3	5	none	none	none	False	False	False	B	A	False	False	none	backward	forward	2793
50	separate	3	6	none	none	none	True	True	True	A	B	True	False	backward	backward	forward	5622
50	separate	3	7	none	none	none	True	False	True	C	A	True	False	backward	forward	forward	11364
50	separate	3	8	none	none	none	False	False	True	B	A	False	False	forward	forward	forward	5976
50	separate	3	9	none	none	none	False	True	True	B	C	True	False	forward	forward	none	10822
50	common_cause	4	0	none	backward	backward	False	False	False	B	C	False	False	none	none	backward	4973
50	common_cause	4	1	none	backward	backward	False	False	False	C	B	False	True	none	none	backward	4551
50	common_cause	4	2	none	backward	backward	True	True	True	B	A	True	False	forward	backward	backward	4832
50	common_cause	4	3	none	backward	backward	False	False	False	A	C	False	False	forward	backward	backward	1846
50	common_cause	4	4	none	backward	backward	True	True	True	C	B	True	True	forward	backward	backward	2461
50	common_cause	4	5	none	backward	backward	True	True	True	B	C	True	False	forward	backward	backward	6913
50	common_cause	4	6	none	backward	backward	True	True	True	A	B	True	False	backward	backward	backward	5218
50	common_cause	4	7	none	backward	backward	True	True	True	C	B	True	True	backward	backward	backward	2676
50	common_cause	4	8	none	backward	backward	True	True	True	B	A	True	False	none	backward	backward	3292
50	common_cause	4	9	none	backward	backward	False	False	False	A	C	False	False	none	backward	backward	2675
50	line	5	0	none	forward	backward	False	False	False	B	C	False	False	none	none	backward	5298
50	line	5	1	none	forward	backward	True	True	True	C	B	True	True	none	none	backward	1635
50	line	5	2	none	forward	backward	True	True	True	B	C	True	False	forward	forward	backward	9536
50	line	5	3	none	forward	backward	False	True	True	C	B	True	True	forward	forward	backward	2476
50	line	5	4	none	forward	backward	True	True	True	B	C	True	False	forward	forward	backward	2290
50	line	5	5	none	forward	backward	True	True	True	C	B	True	True	forward	forward	backward	1835
50	line	5	6	none	forward	backward	True	True	True	A	B	True	False	none	forward	backward	5811
50	line	5	7	none	forward	backward	True	False	False	C	B	False	True	none	forward	backward	2120
50	line	5	8	none	forward	backward	True	True	True	B	C	True	False	none	forward	backward	1448
50	line	5	9	none	forward	backward	True	True	True	A	C	True	True	none	forward	backward	1204
52	skip	0	0	backward	backward	forward	True	True	True	A	B	True	False	backward	none	forward	61703
52	skip	0	1	backward	backward	forward	True	True	True	A	C	True	False	backward	none	forward	10669
52	skip	0	2	backward	backward	forward	False	False	False	C	B	False	False	backward	none	forward	33404
52	skip	0	3	backward	backward	forward	True	True	False	B	A	True	True	backward	none	none	70697
52	skip	0	4	backward	backward	forward	True	False	False	C	B	False	False	none	none	none	14757
52	skip	0	5	backward	backward	forward	False	False	False	C	A	False	True	none	none	none	5109
52	skip	0	6	backward	backward	forward	True	True	True	C	A	True	True	backward	none	backward	35066
52	skip	0	7	backward	backward	forward	False	False	False	A	C	False	False	none	none	none	6663
52	skip	0	8	backward	backward	forward	False	False	False	A	C	False	False	none	none	none	2668
52	skip	0	9	backward	backward	forward	True	True	True	A	B	True	False	forward	backward	none	19027
52	common_effect	1	0	forward	none	backward	False	False	False	A	B	False	True	none	none	none	13365
52	common_effect	1	1	forward	none	backward	False	False	False	B	A	False	False	none	none	none	1675
52	common_effect	1	2	forward	none	backward	True	True	False	A	B	True	True	forward	none	none	9235
52	common_effect	1	3	forward	none	backward	True	True	True	B	C	True	False	forward	none	forward	4397
52	common_effect	1	4	forward	none	backward	True	True	True	C	A	True	False	forward	none	forward	2627
52	common_effect	1	5	forward	none	backward	True	True	True	C	B	True	False	forward	none	forward	1334
52	common_effect	1	6	forward	none	backward	False	True	True	B	C	True	False	none	none	backward	25244
52	common_effect	1	7	forward	none	backward	False	False	False	A	B	False	True	none	none	none	6831
52	common_effect	1	8	forward	none	backward	True	True	True	B	A	True	False	backward	none	forward	14326
52	common_effect	1	9	forward	none	backward	True	True	True	A	C	True	False	backward	none	forward	9084
52	pair	2	0	forward	none	none	False	False	False	A	C	False	False	none	none	none	28089
52	pair	2	1	forward	none	none	False	False	False	B	C	False	False	none	none	none	1381
52	pair	2	2	forward	none	none	True	True	False	B	A	True	False	backward	none	none	9985
52	pair	2	3	forward	none	none	False	False	False	C	B	False	False	none	none	none	6573
52	pair	2	4	forward	none	none	False	False	True	A	B	False	True	none	none	none	6556
52	pair	2	5	forward	none	none	False	False	False	B	C	False	False	none	none	none	2616
52	pair	2	6	forward	none	none	True	True	False	B	A	True	False	forward	none	none	32037
52	pair	2	7	forward	none	none	True	True	False	B	A	True	False	forward	none	none	2811
52	pair	2	8	forward	none	none	True	True	False	A	B	True	True	forward	none	none	1433
52	pair	2	9	forward	none	none	False	False	True	B	A	False	False	none	none	none	5303
52	separate	3	0	none	none	none	False	True	False	C	A	False	False	none	none	none	5309
52	separate	3	1	none	none	none	True	False	False	C	B	False	False	none	none	none	2177
52	separate	3	2	none	none	none	False	True	False	A	C	False	False	none	none	none	2105
52	separate	3	3	none	none	none	True	False	True	A	C	True	False	none	forward	none	11290
52	separate	3	4	none	none	none	False	True	True	B	C	True	False	none	none	backward	13006
52	separate	3	5	none	none	none	True	False	True	C	A	True	False	none	backward	none	25037
52	separate	3	6	none	none	none	True	True	True	A	C	True	False	none	backward	backward	22212
52	separate	3	7	none	none	none	True	True	True	A	B	True	False	none	backward	backward	6496
52	separate	3	8	none	none	none	False	False	False	C	A	False	False	none	none	none	13806
52	separate	3	9	none	none	none	True	False	False	B	C	False	False	none	none	none	4546
52	common_cause	4	0	none	backward	backward	False	False	False	A	B	False	False	none	none	none	8916
52	common_cause	4	1	none	backward	backward	False	False	False	B	A	False	False	none	none	none	851
52	common_cause	4	2	none	backward	backward	False	False	False	C	B	False	True	none	none	none	855
52	common_cause	4	3	none	backward	backward	True	False	True	C	A	True	True	none	forward	none	7920
52	common_cause	4	4	none	backward	backward	False	False	False	C	B	False	True	none	none	none	6542
