pid	graphType	setIndex	obsIndex	edgeAB.true	edgeAC.true	edgeBC.true	activations.A	activations.B	activations.C	explanation.node1	explanation.node2	explanation.nodes_active	explanation.cause	edgeAB.response	edgeAC.response	edgeBC.response	responseTime
8	skip	2	1	forward	backward	backward	False	False	False	C	A	False	True	none	backward	backward	12074
8	skip	2	2	forward	backward	backward	True	True	True	A	C	True	False	none	backward	backward	2368
8	skip	2	3	forward	backward	backward	True	True	True	A	B	True	True	forward	backward	none	47251
8	skip	2	4	forward	backward	backward	True	True	True	B	C	True	False	forward	backward	none	2907
8	skip	2	5	forward	backward	backward	False	False	False	B	A	False	False	forward	backward	none	996
8	skip	2	6	forward	backward	backward	True	True	True	C	A	True	True	forward	backward	none	1257
8	skip	2	7	forward	backward	backward	True	True	True	B	A	True	False	forward	backward	none	1019
8	skip	2	8	forward	backward	backward	False	False	False	A	C	False	False	forward	backward	none	1138
8	skip	2	9	forward	backward	backward	True	True	True	B	C	True	False	forward	backward	none	1219
8	pair	3	0	forward	none	none	True	True	True	C	B	True	False	none	none	none	7317
8	pair	3	1	forward	none	none	False	False	True	A	B	False	True	forward	none	none	5862
8	pair	3	2	forward	none	none	True	True	True	C	B	True	False	forward	none	none	12373
8	pair	3	3	forward	none	none	False	False	True	A	B	False	True	forward	none	none	4417
8	pair	3	4	forward	none	none	True	True	False	B	A	True	False	forward	none	none	4007
8	pair	3	5	forward	none	none	True	True	False	B	A	True	False	forward	none	none	2806
8	pair	3	6	forward	none	none	False	False	False	C	A	False	False	forward	none	none	9748
8	pair	3	7	forward	none	none	False	False	False	C	A	False	False	forward	none	none	3496
8	pair	3	8	forward	none	none	True	False	True	C	A	True	False	forward	none	none	4311
8	pair	3	9	forward	none	none	False	False	False	B	A	False	False	forward	none	none	6186
8	common_cause	4	0	forward	forward	none	True	True	True	C	A	True	False	none	none	none	5011
8	common_cause	4	1	forward	forward	none	True	True	True	B	C	True	False	none	forward	none	9536
8	common_cause	4	2	forward	forward	none	False	False	False	C	B	False	False	none	forward	none	17418
8	common_cause	4	3	forward	forward	none	False	False	False	B	A	False	False	none	forward	none	4655
8	common_cause	4	4	forward	forward	none	True	True	True	C	A	True	False	none	forward	none	4277
8	common_cause	4	5	forward	forward	none	False	False	False	B	C	False	False	none	forward	none	2745
8	common_cause	4	6	forward	forward	none	True	False	True	A	C	True	True	none	forward	none	3527
8	common_cause	4	7	forward	forward	none	False	False	False	A	B	False	True	forward	forward	none	10870
8	common_cause	4	8	forward	forward	none	True	True	True	A	C	True	True	forward	forward	none	1638
8	common_cause	4	9	forward	forward	none	True	True	True	A	B	True	True	forward	forward	none	1751
8	line	5	0	none	forward	backward	True	True	True	C	A	True	False	none	none	none	7012
8	line	5	1	none	forward	backward	True	True	True	B	C	True	False	none	none	none	13335
8	line	5	2	none	forward	backward	False	False	False	C	B	False	True	none	none	backward	5128
8	line	5	3	none	forward	backward	False	False	False	B	A	False	False	none	none	backward	5560
8	line	5	4	none	forward	backward	True	True	True	C	A	True	False	none	none	backward	3833
8	line	5	5	none	forward	backward	False	False	False	B	C	False	False	none	none	backward	5997
8	line	5	6	none	forward	backward	True	False	False	B	C	False	False	none	none	backward	3377
8	line	5	7	none	forward	backward	False	False	False	A	B	False	True	backward	none	backward	5419
8	line	5	8	none	forward	backward	True	True	True	A	C	True	True	backward	none	backward	1076
8	line	5	9	none	forward	backward	True	True	True	A	B	True	True	backward	none	backward	1932
9	separate	0	0	none	none	none	True	True	True	A	B	True	False	backward	backward	none	8357
9	separate	0	1	none	none	none	False	False	False	A	B	False	False	none	none	none	6192
9	separate	0	2	none	none	none	True	False	False	C	B	False	False	none	none	forward	4417
9	separate	0	3	none	none	none	False	False	True	A	B	False	False	backward	none	none	4564
9	separate	0	4	none	none	none	True	False	False	C	B	False	False	none	none	forward	4009
9	separate	0	5	none	none	none	True	True	True	B	C	True	False	none	backward	forward	3003
9	separate	0	6	none	none	none	False	True	True	C	B	True	False	none	none	forward	4091
9	separate	0	7	none	none	none	True	True	True	C	A	True	False	backward	none	forward	3917
