condition	seed	graphType	obsIndex	edge	response_sample	response_max	p_none	p_forward	p_backward
explanations	46	skip	1000	AB	forward	forward	1e-09	0.999999999	0.0
explanations	46	skip	1000	AC	forward	forward	0.0	1.0	0.0
explanations	46	skip	1000	BC	backward	backward	0.0	0.0	1.0
both	47	common_cause	1000	AB	none	none	1.0	0.0	0.0
both	47	common_cause	1000	AC	backward	backward	0.0	0.0	1.0
both	47	common_cause	1000	BC	backward	backward	0.0	0.0	1.0
both	47	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
both	47	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
both	47	common_effect	1000	BC	none	none	1.0	0.0	0.0
both	47	line	1000	AB	none	none	1.0	0.0	0.0
both	47	line	1000	AC	forward	forward	0.0	1.0	0.0
both	47	line	1000	BC	backward	backward	0.0	0.0	1.0
both	47	pair	1000	AB	backward	backward	0.0	0.0	1.0
both	47	pair	1000	AC	none	none	1.0	0.0	0.0
both	47	pair	1000	BC	none	none	1.0	0.0	0.0
both	47	separate	1000	AB	none	none	1.0	0.0	0.0
both	47	separate	1000	AC	none	none	1.0	0.0	0.0
both	47	separate	1000	BC	none	none	1.0	0.0	0.0
both	47	skip	1000	AB	forward	forward	0.0	1.0	0.0
both	47	skip	1000	AC	backward	backward	0.0	0.0	1.0
both	47	skip	1000	BC	backward	backward	0.0	0.0	1.0
activations	47	common_cause	1000	AB	none	none	1.0	0.0	0.0
activations	47	common_cause	1000	AC	backward	backward	0.0	0.3129413432	0.6870586568
activations	47	common_cause	1000	BC	backward	backward	0.0	0.0982043095	0.9017956905
activations	47	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
activations	47	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
activations	47	common_effect	1000	BC	none	none	1.0	0.0	0.0
activations	47	line	1000	AB	none	none	1.0	0.0	0.0
activations	47	line	1000	AC	forward	forward	0.0	0.859130286	0.140869714
activations	47	line	1000	BC	backward	backward	0.0	0.0364195279	0.9635804721
activations	47	pair	1000	AB	backward	backward	0.0	0.1707377446	0.8292622554
activations	47	pair	1000	AC	none	none	1.0	0.0	0.0
activations	47	pair	1000	BC	none	none	1.0	0.0	0.0
activations	47	separate	1000	AB	none	none	1.0	0.0	0.0
activations	47	separate	1000	AC	none	none	1.0	0.0	0.0
activations	47	separate	1000	BC	none	none	1.0	0.0	0.0
activations	47	skip	1000	AB	forward	forward	-0.0	1.0	0.0
activations	47	skip	1000	AC	backward	backward	-0.0	0.2792379758	0.7207620242
activations	47	skip	1000	BC	backward	backward	0.0	0.0	1.0
explanations	47	common_cause	1000	AB	none	none	1.0	0.0	0.0
explanations	47	common_cause	1000	AC	backward	backward	0.0	0.0	1.0
explanations	47	common_cause	1000	BC	backward	backward	0.0	0.0	1.0
explanations	47	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
explanations	47	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
explanations	47	common_effect	1000	BC	none	none	1.0	0.0	0.0
explanations	47	line	1000	AB	none	none	1.0	0.0	0.0
explanations	47	line	1000	AC	forward	forward	0.0	1.0	0.0
explanations	47	line	1000	BC	backward	backward	0.0	0.0	1.0
explanations	47	pair	1000	AB	backward	backward	0.0	0.0	1.0
explanations	47	pair	1000	AC	none	none	1.0	0.0	0.0
explanations	47	pair	1000	BC	none	none	1.0	0.0	0.0
explanations	47	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	47	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	47	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	47	skip	1000	AB	forward	forward	0.0	1.0	0.0
explanations	47	skip	1000	AC	backward	backward	0.0	0.0	1.0
explanations	47	skip	1000	BC	backward	backward	0.0	0.0	1.0
both	48	common_cause	1000	AB	backward	backward	0.0	0.0	1.0
both	48	common_cause	1000	AC	none	none	1.0	0.0	0.0
both	48	common_cause	1000	BC	forward	forward	0.0	1.0	0.0
both	48	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
both	48	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
both	48	common_effect	1000	BC	none	none	1.0	0.0	0.0
both	48	line	1000	AB	forward	forward	0.0	1.0	0.0
both	48	line	1000	AC	backward	backward	0.0	0.0	1.0
both	48	line	1000	BC	none	none	1.0	0.0	0.0
both	48	pair	1000	AB	none	none	1.0	0.0	0.0
both	48	pair	1000	AC	forward	forward	0.0	1.0	0.0
both	48	pair	1000	BC	none	none	1.0	0.0	0.0
both	48	separate	1000	AB	none	none	1.0	0.0	0.0
both	48	separate	1000	AC	none	none	1.0	0.0	0.0
both	48	separate	1000	BC	none	none	1.0	0.0	0.0
both	48	skip	1000	AB	backward	backward	0.0	0.0	1.0
both	48	skip	1000	AC	forward	forward	0.0	1.0	0.0
both	48	skip	1000	BC	forward	forward	0.0	1.0	0.0
activations	48	common_cause	1000	AB	forward	forward	0.0	0.8163788095	0.1836211905
activations	48	common_cause	1000	AC	none	none	1.0	0.0	0.0
activations	48	common_cause	1000	BC	forward	forward	-0.0	0.9525277869	0.0474722131
activations	48	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
activations	48	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
activations	48	common_effect	1000	BC	none	none	1.0	0.0	0.0
activations	48	line	1000	AB	forward	backward	-0.0	0.385897078	0.614102922
activations	48	line	1000	AC	forward	forward	-0.0	0.9078264459	0.0921735541
activations	48	line	1000	BC	none	none	1.0	0.0	0.0
activations	48	pair	1000	AB	none	none	1.0	0.0	0.0
activations	48	pair	1000	AC	forward	forward	-0.0	0.6287370559	0.3712629441
activations	48	pair	1000	BC	none	none	1.0	0.0	0.0
activations	48	separate	1000	AB	none	none	1.0	0.0	0.0
activations	48	separate	1000	AC	none	none	1.0	0.0	0.0
activations	48	separate	1000	BC	none	none	1.0	0.0	0.0
activations	48	skip	1000	AB	backward	backward	0.0	0.1707377446	0.8292622554
activations	48	skip	1000	AC	forward	forward	0.0	1.0	0.0
activations	48	skip	1000	BC	forward	forward	0.0	1.0	0.0
explanations	48	common_cause	1000	AB	backward	backward	0.0	0.0	1.0
explanations	48	common_cause	1000	AC	none	none	1.0	0.0	0.0
explanations	48	common_cause	1000	BC	forward	forward	0.0	1.0	0.0
explanations	48	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
explanations	48	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
explanations	48	common_effect	1000	BC	none	none	1.0	0.0	0.0
explanations	48	line	1000	AB	forward	forward	0.0	1.0	0.0
explanations	48	line	1000	AC	backward	backward	0.0	0.0	1.0
explanations	48	line	1000	BC	none	none	1.0	0.0	0.0
explanations	48	pair	1000	AB	none	none	1.0	0.0	0.0
explanations	48	pair	1000	AC	forward	forward	0.0	1.0	0.0
explanations	48	pair	1000	BC	none	none	1.0	0.0	0.0
explanations	48	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	48	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	48	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	48	skip	1000	AB	backward	backward	0.0	0.0	1.0
explanations	48	skip	1000	AC	forward	forward	0.0	1.0	0.0
explanations	48	skip	1000	BC	forward	forward	0.0	1.0	0.0
both	49	common_cause	1000	AB	backward	backward	0.0	0.0	1.0
both	49	common_cause	1000	AC	none	none	1.0	0.0	0.0
both	49	common_cause	1000	BC	forward	forward	0.0	1.0	0.0
both	49	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
both	49	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
both	49	common_effect	1000	BC	none	none	1.0	0.0	0.0
both	49	line	1000	AB	backward	backward	0.0	0.0	1.0
both	49	line	1000	AC	none	none	1.0	0.0	0.0
both	49	line	1000	BC	backward	backward	0.0	0.0	1.0
both	49	pair	1000	AB	none	none	1.0	0.0	0.0
both	49	pair	1000	AC	forward	forward	0.0	1.0	0.0
both	49	pair	1000	BC	none	none	1.0	0.0	0.0
both	49	separate	1000	AB	none	none	1.0	0.0	0.0
both	49	separate	1000	AC	none	none	1.0	0.0	0.0
both	49	separate	1000	BC	none	none	1.0	0.0	0.0
both	49	skip	1000	AB	forward	forward	0.0	1.0	0.0
both	49	skip	1000	AC	forward	forward	0.0	1.0	0.0
both	49	skip	1000	BC	forward	forward	0.0	1.0	0.0
activations	49	common_cause	1000	AB	backward	backward	0.0	0.3423354888	0.6576645112
activations	49	common_cause	1000	AC	none	none	1.0	0.0	0.0
activations	49	common_cause	1000	BC	forward	forward	0.0	0.6196272347	0.3803727653
activations	49	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
activations	49	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
activations	49	common_effect	1000	BC	none	none	1.0	0.0	0.0
activations	49	line	1000	AB	backward	backward	0.0	0.1088539494	0.8911460506
activations	49	line	1000	AC	none	none	1.0	0.0	0.0
activations	49	line	1000	BC	backward	backward	0.0	0.2747645566	0.7252354434
activations	49	pair	1000	AB	none	none	1.0	0.0	0.0
activations	49	pair	1000	AC	forward	forward	0.0	0.5783689994	0.4216310006
activations	49	pair	1000	BC	none	none	1.0	0.0	0.0
activations	49	separate	1000	AB	none	none	1.0	0.0	0.0
activations	49	separate	1000	AC	none	none	1.0	0.0	0.0
activations	49	separate	1000	BC	none	none	1.0	0.0	0.0
activations	49	skip	1000	AB	forward	forward	0.0	0.8138233266	0.1861766734
activations	49	skip	1000	AC	forward	forward	-0.0	1.0	0.0
activations	49	skip	1000	BC	forward	forward	-0.0	1.0	0.0
explanations	49	common_cause	1000	AB	backward	backward	0.0	0.0	1.0
explanations	49	common_cause	1000	AC	none	none	1.0	0.0	0.0
explanations	49	common_cause	1000	BC	forward	forward	0.0	1.0	0.0
explanations	49	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
explanations	49	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
explanations	49	common_effect	1000	BC	none	none	1.0	0.0	0.0
explanations	49	line	1000	AB	backward	backward	0.0	0.0	1.0
explanations	49	line	1000	AC	none	none	1.0	0.0	0.0
explanations	49	line	1000	BC	backward	backward	0.0	0.0	1.0
explanations	49	pair	1000	AB	none	none	1.0	0.0	0.0
explanations	49	pair	1000	AC	forward	forward	0.0	1.0	0.0
explanations	49	pair	1000	BC	none	none	1.0	0.0	0.0
explanations	49	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	49	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	49	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	49	skip	1000	AB	forward	forward	0.0	1.0	0.0
explanations	49	skip	1000	AC	forward	forward	0.0	1.0	0.0
explanations	49	skip	1000	BC	forward	forward	0.0	1.0	0.0
both	50	common_cause	1000	AB	none	none	1.0	0.0	0.0
both	50	common_cause	1000	AC	backward	backward	0.0	0.0	1.0
both	50	common_cause	1000	BC	backward	backward	0.0	0.0	1.0
both	50	common_effect	1000	AB	none	none	1.0	0.0	0.0
both	50	common_effect	1000	AC	forward	forward	0.0	1.0	0.0
both	50	common_effect	1000	BC	forward	forward	0.0	1.0	0.0
both	50	line	1000	AB	backward	backward	0.0	0.0	1.0
both	50	line	1000	AC	forward	forward	0.0	1.0	0.0
both	50	line	1000	BC	none	none	1.0	0.0	0.0
both	50	pair	1000	AB	none	none	1.0	0.0	0.0
both	50	pair	1000	AC	none	none	1.0	0.0	0.0
both	50	pair	1000	BC	backward	backward	0.0	0.0	1.0
both	50	separate	1000	AB	none	none	1.0	0.0	0.0
both	50	separate	1000	AC	none	none	1.0	0.0	0.0
both	50	separate	1000	BC	none	none	1.0	0.0	0.0
both	50	skip	1000	AB	backward	backward	0.0	0.0	1.0
both	50	skip	1000	AC	forward	forward	0.0	1.0	0.0
both	50	skip	1000	BC	forward	forward	0.0	1.0	0.0
activations	50	common_cause	1000	AB	none	none	1.0	0.0	0.0
activations	50	common_cause	1000	AC	backward	backward	0.0	0.1958736208	0.8041263792
activations	50	common_cause	1000	BC	backward	forward	0.0	0.5055840522	0.4944159478
activations	50	common_effect	1000	AB	none	none	1.0	0.0	0.0
activations	50	common_effect	1000	AC	forward	forward	-0.0	1.0	0.0
activations	50	common_effect	1000	BC	forward	forward	-0.0	1.0	0.0
activations	50	line	1000	AB	backward	forward	-0.0	0.5876155519	0.4123844481
activations	50	line	1000	AC	forward	forward	-0.0	0.5417950576	0.4582049424
activations	50	line	1000	BC	none	none	1.0	0.0	0.0
activations	50	pair	1000	AB	none	none	1.0	0.0	0.0
activations	50	pair	1000	AC	none	none	1.0	0.0	0.0
activations	50	pair	1000	BC	forward	forward	0.0	0.8292622554	0.1707377446
activations	50	separate	1000	AB	none	none	1.0	0.0	0.0
activations	50	separate	1000	AC	none	none	1.0	0.0	0.0
activations	50	separate	1000	BC	none	none	1.0	0.0	0.0
activations	50	skip	1000	AB	backward	forward	0.0	0.6038282712	0.3961717288
activations	50	skip	1000	AC	forward	forward	-0.0	1.0	0.0
activations	50	skip	1000	BC	forward	forward	-0.0	1.0	0.0
explanations	50	common_cause	1000	AB	none	none	1.0	0.0	0.0
explanations	50	common_cause	1000	AC	backward	backward	0.0	0.0	1.0
explanations	50	common_cause	1000	BC	backward	backward	0.0	0.0	1.0
explanations	50	common_effect	1000	AB	none	none	1.0	0.0	0.0
explanations	50	common_effect	1000	AC	forward	forward	0.0	1.0	0.0
explanations	50	common_effect	1000	BC	forward	forward	0.0	1.0	0.0
explanations	50	line	1000	AB	backward	backward	0.0	0.0	1.0
explanations	50	line	1000	AC	forward	forward	0.0	1.0	0.0
explanations	50	line	1000	BC	none	none	1.0	0.0	0.0
explanations	50	pair	1000	AB	none	none	1.0	0.0	0.0
explanations	50	pair	1000	AC	none	none	1.0	0.0	0.0
explanations	50	pair	1000	BC	backward	backward	0.0	0.0	1.0
explanations	50	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	50	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	50	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	50	skip	1000	AB	backward	backward	0.0	0.0	1.0
explanations	50	skip	1000	AC	forward	forward	0.0	1.0	0.0
explanations	50	skip	1000	BC	forward	forward	0.0	1.0	0.0
both	51	common_cause	1000	AB	none	none	1.0	0.0	0.0
both	51	common_cause	1000	AC	backward	backward	0.0	0.0	1.0
both	51	common_cause	1000	BC	backward	backward	0.0	0.0	1.0
both	51	common_effect	1000	AB	forward	forward	0.0	1.0	0.0
both	51	common_effect	1000	AC	none	none	1.0	0.0	0.0
both	51	common_effect	1000	BC	backward	backward	0.0	0.0	1.0
both	51	line	1000	AB	backward	backward	0.0	0.0	1.0
both	51	line	1000	AC	none	none	1.0	0.0	0.0
both	51	line	1000	BC	backward	backward	0.0	0.0	1.0
both	51	pair	1000	AB	none	none	1.0	0.0	0.0
both	51	pair	1000	AC	none	none	1.0	0.0	0.0
both	51	pair	1000	BC	forward	forward	0.0	1.0	0.0
both	51	separate	1000	AB	none	none	1.0	0.0	0.0
both	51	separate	1000	AC	none	none	1.0	0.0	0.0
both	51	separate	1000	BC	none	none	1.0	0.0	0.0
both	51	skip	1000	AB	forward	forward	0.0	1.0	0.0
both	51	skip	1000	AC	backward	backward	0.0	0.0	1.0
both	51	skip	1000	BC	backward	backward	0.0	0.0	1.0
activations	51	common_cause	1000	AB	none	none	1.0	0.0	0.0
activations	51	common_cause	1000	AC	backward	backward	0.0	0.086592677	0.913407323
activations	51	common_cause	1000	BC	forward	forward	0.0	0.7122475715	0.2877524285
activations	51	common_effect	1000	AB	forward	forward	-0.0	1.0	0.0
activations	51	common_effect	1000	AC	none	none	1.0	0.0	0.0
activations	51	common_effect	1000	BC	backward	backward	0.0	0.0	1.0
activations	51	line	1000	AB	forward	backward	0.0	0.3152778261	0.6847221739
activations	51	line	1000	AC	none	none	1.0	0.0	0.0
activations	51	line	1000	BC	forward	forward	0.0	0.8492035931	0.1507964069
activations	51	pair	1000	AB	none	none	1.0	0.0	0.0
activations	51	pair	1000	AC	none	none	1.0	0.0	0.0
activations	51	pair	1000	BC	forward	forward	-0.0	0.7207620242	0.2792379758
activations	51	separate	1000	AB	none	none	1.0	0.0	0.0
activations	51	separate	1000	AC	none	none	1.0	0.0	0.0
activations	51	separate	1000	BC	none	none	1.0	0.0	0.0
activations	51	skip	1000	AB	forward	forward	-0.0	1.0	0.0
activations	51	skip	1000	AC	backward	backward	0.0	0.1190088419	0.8809911581
activations	51	skip	1000	BC	backward	backward	0.0	0.0	1.0
explanations	51	common_cause	1000	AB	none	none	1.0	0.0	0.0
explanations	51	common_cause	1000	AC	backward	backward	0.0	0.0	1.0
explanations	51	common_cause	1000	BC	backward	backward	0.0	0.0	1.0
explanations	51	common_effect	1000	AB	forward	forward	0.0	1.0	0.0
explanations	51	common_effect	1000	AC	none	none	1.0	0.0	0.0
explanations	51	common_effect	1000	BC	backward	backward	0.0	0.0	1.0
explanations	51	line	1000	AB	backward	backward	0.0	0.0	1.0
explanations	51	line	1000	AC	none	none	1.0	0.0	0.0
explanations	51	line	1000	BC	backward	backward	0.0	0.0	1.0
explanations	51	pair	1000	AB	none	none	1.0	0.0	0.0
explanations	51	pair	1000	AC	none	none	1.0	0.0	0.0
explanations	51	pair	1000	BC	forward	forward	0.0	1.0	0.0
explanations	51	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	51	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	51	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	51	skip	1000	AB	forward	forward	0.0	1.0	0.0
explanations	51	skip	1000	AC	backward	backward	0.0	0.0	1.0
explanations	51	skip	1000	BC	backward	backward	5.029e-07	0.0	0.9999994971
both	52	common_cause	1000	AB	backward	backward	0.0	0.0	1.0
both	52	common_cause	1000	AC	none	none	1.0	0.0	0.0
both	52	common_cause	1000	BC	forward	forward	0.0	1.0	0.0
both	52	common_effect	1000	AB	none	none	1.0	0.0	0.0
both	52	common_effect	1000	AC	forward	forward	0.0	1.0	0.0
both	52	common_effect	1000	BC	forward	forward	0.0	1.0	0.0
both	52	line	1000	AB	none	none	1.0	0.0	0.0
both	52	line	1000	AC	backward	backward	0.0	0.0	1.0
both	52	line	1000	BC	forward	forward	0.0	1.0	0.0
both	52	pair	1000	AB	none	none	1.0	0.0	0.0
both	52	pair	1000	AC	forward	forward	0.0	1.0	0.0
both	52	pair	1000	BC	none	none	1.0	0.0	0.0
both	52	separate	1000	AB	none	none	1.0	0.0	0.0
both	52	separate	1000	AC	none	none	1.0	0.0	0.0
both	52	separate	1000	BC	none	none	1.0	0.0	0.0
both	52	skip	1000	AB	forward	forward	0.0	1.0	0.0
both	52	skip	1000	AC	backward	backward	0.0	0.0	1.0
both	52	skip	1000	BC	backward	backward	0.0	0.0	1.0
activations	52	common_cause	1000	AB	backward	backward	0.0	0.3599265696	0.6400734304
activations	52	common_cause	1000	AC	none	none	1.0	0.0	0.0
activations	52	common_cause	1000	BC	forward	forward	0.0	0.9085114952	0.0914885048
activations	52	common_effect	1000	AB	none	none	1.0	0.0	0.0
activations	52	common_effect	1000	AC	forward	forward	-0.0	1.0	0.0
activations	52	common_effect	1000	BC	forward	forward	-0.0	1.0	0.0
activations	52	line	1000	AB	none	none	1.0	0.0	0.0
activations	52	line	1000	AC	backward	backward	0.0	0.0990467171	0.9009532829
activations	52	line	1000	BC	forward	forward	0.0	0.7332167978	0.2667832022
activations	52	pair	1000	AB	none	none	1.0	0.0	0.0
activations	52	pair	1000	AC	forward	forward	0.0	0.6038282712	0.3961717288
activations	52	pair	1000	BC	none	none	1.0	0.0	0.0
activations	52	separate	1000	AB	none	none	1.0	0.0	0.0
activations	52	separate	1000	AC	none	none	1.0	0.0	0.0
activations	52	separate	1000	BC	none	none	1.0	0.0	0.0
activations	52	skip	1000	AB	forward	forward	-0.0	1.0	0.0
activations	52	skip	1000	AC	backward	forward	0.0	0.7207620242	0.2792379758
activations	52	skip	1000	BC	backward	backward	0.0	0.0	1.0
explanations	52	common_cause	1000	AB	backward	backward	0.0	0.0	1.0
explanations	52	common_cause	1000	AC	none	none	1.0	0.0	0.0
explanations	52	common_cause	1000	BC	forward	forward	0.0	1.0	0.0
explanations	52	common_effect	1000	AB	none	none	1.0	0.0	0.0
explanations	52	common_effect	1000	AC	forward	forward	0.0	1.0	0.0
explanations	52	common_effect	1000	BC	forward	forward	0.0	1.0	0.0
explanations	52	line	1000	AB	none	none	1.0	0.0	0.0
explanations	52	line	1000	AC	backward	backward	0.0	0.0	1.0
explanations	52	line	1000	BC	forward	forward	0.0	1.0	0.0
explanations	52	pair	1000	AB	none	none	1.0	0.0	0.0
explanations	52	pair	1000	AC	forward	forward	0.0	1.0	0.0
explanations	52	pair	1000	BC	none	none	1.0	0.0	0.0
explanations	52	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	52	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	52	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	52	skip	1000	AB	forward	forward	0.0	1.0	0.0
explanations	52	skip	1000	AC	backward	backward	0.0	0.0	1.0
explanations	52	skip	1000	BC	backward	backward	0.0	0.0	1.0
both	53	common_cause	1000	AB	forward	forward	0.0	1.0	0.0
both	53	common_cause	1000	AC	forward	forward	0.0	1.0	0.0
both	53	common_cause	1000	BC	none	none	1.0	0.0	0.0
both	53	common_effect	1000	AB	none	none	1.0	0.0	0.0
both	53	common_effect	1000	AC	forward	forward	0.0	1.0	0.0
both	53	common_effect	1000	BC	forward	forward	0.0	1.0	0.0
both	53	line	1000	AB	backward	backward	0.0	0.0	1.0
both	53	line	1000	AC	forward	forward	0.0	1.0	0.0
both	53	line	1000	BC	none	none	1.0	0.0	0.0
both	53	pair	1000	AB	backward	backward	0.0	0.0	1.0
both	53	pair	1000	AC	none	none	1.0	0.0	0.0
both	53	pair	1000	BC	none	none	1.0	0.0	0.0
both	53	separate	1000	AB	none	none	1.0	0.0	0.0
both	53	separate	1000	AC	none	none	1.0	0.0	0.0
both	53	separate	1000	BC	none	none	1.0	0.0	0.0
both	53	skip	1000	AB	backward	backward	0.0	0.0	1.0
both	53	skip	1000	AC	forward	forward	0.0	1.0	0.0
both	53	skip	1000	BC	forward	forward	0.0	1.0	0.0
activations	53	common_cause	1000	AB	backward	forward	0.0	0.7079573932	0.2920426068
activations	53	common_cause	1000	AC	forward	forward	0.0	0.5548809529	0.4451190471
activations	53	common_cause	1000	BC	none	none	1.0	0.0	0.0
activations	53	common_effect	1000	AB	none	none	1.0	0.0	0.0
activations	53	common_effect	1000	AC	forward	forward	-0.0	1.0	0.0
activations	53	common_effect	1000	BC	forward	forward	-0.0	1.0	0.0
activations	53	line	1000	AB	forward	forward	0.0	0.6943524381	0.3056475619
activations	53	line	1000	AC	forward	forward	0.0	0.7249171942	0.2750828058
activations	53	line	1000	BC	none	none	1.0	0.0	0.0
activations	53	pair	1000	AB	forward	forward	-0.0	0.8138233266	0.1861766734
activations	53	pair	1000	AC	none	none	1.0	0.0	0.0
activations	53	pair	1000	BC	none	none	1.0	0.0	0.0
activations	53	separate	1000	AB	none	none	1.0	0.0	0.0
activations	53	separate	1000	AC	none	none	1.0	0.0	0.0
activations	53	separate	1000	BC	none	none	1.0	0.0	0.0
activations	53	skip	1000	AB	forward	backward	0.0	0.3235458993	0.6764541007
activations	53	skip	1000	AC	forward	forward	-0.0	1.0	0.0
activations	53	skip	1000	BC	forward	forward	-0.0	1.0	0.0
explanations	53	common_cause	1000	AB	forward	forward	0.0	1.0	0.0
explanations	53	common_cause	1000	AC	forward	forward	0.0	1.0	0.0
explanations	53	common_cause	1000	BC	none	none	1.0	0.0	0.0
explanations	53	common_effect	1000	AB	none	none	1.0	0.0	0.0
explanations	53	common_effect	1000	AC	forward	forward	0.0	1.0	0.0
explanations	53	common_effect	1000	BC	forward	forward	0.0	1.0	0.0
explanations	53	line	1000	AB	backward	backward	0.0	0.0	1.0
explanations	53	line	1000	AC	forward	forward	0.0	1.0	0.0
explanations	53	line	1000	BC	none	none	1.0	0.0	0.0
explanations	53	pair	1000	AB	backward	backward	0.0	0.0	1.0
explanations	53	pair	1000	AC	none	none	1.0	0.0	0.0
explanations	53	pair	1000	BC	none	none	1.0	0.0	0.0
explanations	53	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	53	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	53	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	53	skip	1000	AB	backward	backward	0.0	0.0	1.0
explanations	53	skip	1000	AC	forward	forward	0.0	1.0	0.0
explanations	53	skip	1000	BC	forward	forward	0.0	1.0	0.0
both	54	common_cause	1000	AB	forward	forward	0.0	1.0	0.0
both	54	common_cause	1000	AC	forward	forward	0.0	1.0	0.0
both	54	common_cause	1000	BC	none	none	1.0	0.0	0.0
both	54	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
both	54	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
both	54	common_effect	1000	BC	none	none	1.0	0.0	0.0
both	54	line	1000	AB	none	none	1.0	0.0	0.0
both	54	line	1000	AC	backward	backward	0.0	0.0	1.0
both	54	line	1000	BC	forward	forward	0.0	1.0	0.0
both	54	pair	1000	AB	none	none	1.0	0.0	0.0
both	54	pair	1000	AC	forward	forward	0.0	1.0	0.0
both	54	pair	1000	BC	none	none	1.0	0.0	0.0
both	54	separate	1000	AB	none	none	1.0	0.0	0.0
both	54	separate	1000	AC	none	none	1.0	0.0	0.0
both	54	separate	1000	BC	none	none	1.0	0.0	0.0
both	54	skip	1000	AB	forward	forward	0.0	1.0	0.0
both	54	skip	1000	AC	forward	forward	0.0	1.0	0.0
both	54	skip	1000	BC	backward	backward	0.0	0.0	1.0
activations	54	common_cause	1000	AB	forward	forward	0.0	0.8322635149	0.1677364851
activations	54	common_cause	1000	AC	forward	forward	0.0	0.9009532829	0.0990467171
activations	54	common_cause	1000	BC	none	none	1.0	0.0	0.0
activations	54	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
activations	54	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
activations	54	common_effect	1000	BC	none	none	1.0	0.0	0.0
activations	54	line	1000	AB	none	none	1.0	0.0	0.0
activations	54	line	1000	AC	backward	backward	-0.0	0.0251113752	0.9748886248
activations	54	line	1000	BC	forward	forward	-0.0	0.902869904	0.097130096
activations	54	pair	1000	AB	none	none	1.0	0.0	0.0
activations	54	pair	1000	AC	forward	forward	-0.0	0.8694936654	0.1305063346
activations	54	pair	1000	BC	none	none	1.0	0.0	0.0
activations	54	separate	1000	AB	none	none	1.0	0.0	0.0
activations	54	separate	1000	AC	none	none	1.0	0.0	0.0
activations	54	separate	1000	BC	none	none	1.0	0.0	0.0
activations	54	skip	1000	AB	forward	forward	-0.0	1.0	0.0
activations	54	skip	1000	AC	forward	forward	-0.0	0.7973295311	0.2026704689
activations	54	skip	1000	BC	backward	backward	0.0	0.0	1.0
explanations	54	common_cause	1000	AB	forward	forward	0.0	1.0	0.0
explanations	54	common_cause	1000	AC	forward	forward	0.0	1.0	0.0
explanations	54	common_cause	1000	BC	none	none	1.0	0.0	0.0
explanations	54	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
explanations	54	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
explanations	54	common_effect	1000	BC	none	none	1.0	0.0	0.0
explanations	54	line	1000	AB	none	none	1.0	0.0	0.0
explanations	54	line	1000	AC	backward	backward	0.0	0.0	1.0
explanations	54	line	1000	BC	forward	forward	0.0	1.0	0.0
explanations	54	pair	1000	AB	none	none	1.0	0.0	0.0
explanations	54	pair	1000	AC	forward	forward	0.0	1.0	0.0
explanations	54	pair	1000	BC	none	none	1.0	0.0	0.0
explanations	54	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	54	separate	1000	AC	none	none	1.0	0.0	0.0
