condition	seed	graphType	obsIndex	edge	response_sample	response_max	p_none	p_forward	p_backward
both	20	separate	1000	AB	none	none	1.0	0.0	0.0
both	20	separate	1000	AC	none	none	1.0	0.0	0.0
both	20	separate	1000	BC	none	none	1.0	0.0	0.0
both	20	skip	1000	AB	backward	backward	0.0	0.0	1.0
both	20	skip	1000	AC	backward	backward	0.0	0.0	1.0
both	20	skip	1000	BC	backward	backward	0.0	0.0	1.0
activations	20	common_cause	1000	AB	forward	forward	0.0	0.5039414658	0.4960585342
activations	20	common_cause	1000	AC	forward	forward	0.0	0.8978659468	0.1021340532
activations	20	common_cause	1000	BC	none	none	1.0	0.0	0.0
activations	20	common_effect	1000	AB	none	none	1.0	0.0	0.0
activations	20	common_effect	1000	AC	forward	forward	-0.0	1.0	0.0
activations	20	common_effect	1000	BC	forward	forward	-0.0	1.0	0.0
activations	20	line	1000	AB	none	none	1.0	0.0	0.0
activations	20	line	1000	AC	forward	backward	-0.0	0.0731000156	0.9268999844
activations	20	line	1000	BC	forward	forward	0.0	0.668074309	0.331925691
activations	20	pair	1000	AB	none	none	1.0	0.0	0.0
activations	20	pair	1000	AC	forward	backward	0.0	0.2202300621	0.7797699379
activations	20	pair	1000	BC	none	none	1.0	0.0	0.0
activations	20	separate	1000	AB	none	none	1.0	0.0	0.0
activations	20	separate	1000	AC	none	none	1.0	0.0	0.0
activations	20	separate	1000	BC	none	none	1.0	0.0	0.0
activations	20	skip	1000	AB	backward	backward	0.0	0.0	1.0
activations	20	skip	1000	AC	backward	backward	0.0	0.0	1.0
activations	20	skip	1000	BC	backward	backward	0.0	0.1707377446	0.8292622554
explanations	20	common_cause	1000	AB	forward	forward	0.0	1.0	0.0
explanations	20	common_cause	1000	AC	forward	forward	0.0	1.0	0.0
explanations	20	common_cause	1000	BC	none	none	1.0	0.0	0.0
explanations	20	common_effect	1000	AB	none	none	1.0	0.0	0.0
explanations	20	common_effect	1000	AC	forward	forward	0.0	1.0	0.0
explanations	20	common_effect	1000	BC	forward	forward	0.0	1.0	0.0
explanations	20	line	1000	AB	none	none	1.0	0.0	0.0
explanations	20	line	1000	AC	backward	backward	0.0	0.0	1.0
explanations	20	line	1000	BC	forward	forward	0.0	1.0	0.0
explanations	20	pair	1000	AB	none	none	1.0	0.0	0.0
explanations	20	pair	1000	AC	backward	backward	0.0	0.0	1.0
explanations	20	pair	1000	BC	none	none	1.0	0.0	0.0
explanations	20	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	20	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	20	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	20	skip	1000	AB	backward	backward	0.0	0.0	1.0
explanations	20	skip	1000	AC	backward	backward	0.0	0.0	1.0
explanations	20	skip	1000	BC	backward	backward	0.0	0.0	1.0
both	21	common_cause	1000	AB	none	none	1.0	0.0	0.0
both	21	common_cause	1000	AC	backward	backward	0.0	0.0	1.0
both	21	common_cause	1000	BC	backward	backward	0.0	0.0	1.0
both	21	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
both	21	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
both	21	common_effect	1000	BC	none	none	1.0	0.0	0.0
both	21	line	1000	AB	forward	forward	0.0	1.0	0.0
both	21	line	1000	AC	backward	backward	0.0	0.0	1.0
both	21	line	1000	BC	none	none	1.0	0.0	0.0
both	21	pair	1000	AB	none	none	1.0	0.0	0.0
both	21	pair	1000	AC	forward	forward	0.0	1.0	0.0
both	21	pair	1000	BC	none	none	1.0	0.0	0.0
both	21	separate	1000	AB	none	none	1.0	0.0	0.0
both	21	separate	1000	AC	none	none	1.0	0.0	0.0
both	21	separate	1000	BC	none	none	1.0	0.0	0.0
both	21	skip	1000	AB	forward	forward	0.0	1.0	0.0
both	21	skip	1000	AC	backward	backward	0.0	0.0	1.0
both	21	skip	1000	BC	backward	backward	0.0	0.0	1.0
activations	21	common_cause	1000	AB	none	none	1.0	0.0	0.0
activations	21	common_cause	1000	AC	backward	backward	0.0	0.1908501075	0.8091498925
activations	21	common_cause	1000	BC	backward	backward	0.0	0.2617971297	0.7382028703
activations	21	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
activations	21	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
activations	21	common_effect	1000	BC	none	none	1.0	0.0	0.0
activations	21	line	1000	AB	forward	forward	0.0	0.8986231911	0.1013768089
activations	21	line	1000	AC	backward	backward	0.0	0.3921226575	0.6078773425
activations	21	line	1000	BC	none	none	1.0	0.0	0.0
activations	21	pair	1000	AB	none	none	1.0	0.0	0.0
activations	21	pair	1000	AC	forward	forward	0.0	0.8436668326	0.1563331674
activations	21	pair	1000	BC	none	none	1.0	0.0	0.0
activations	21	separate	1000	AB	none	none	1.0	0.0	0.0
activations	21	separate	1000	AC	none	none	1.0	0.0	0.0
activations	21	separate	1000	BC	none	none	1.0	0.0	0.0
activations	21	skip	1000	AB	forward	forward	-0.0	1.0	0.0
activations	21	skip	1000	AC	backward	backward	0.0	0.5	0.5
activations	21	skip	1000	BC	backward	backward	0.0	0.0	1.0
explanations	21	common_cause	1000	AB	none	none	1.0	0.0	0.0
explanations	21	common_cause	1000	AC	backward	backward	0.0	0.0	1.0
explanations	21	common_cause	1000	BC	backward	backward	0.0	0.0	1.0
explanations	21	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
explanations	21	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
explanations	21	common_effect	1000	BC	none	none	1.0	0.0	0.0
explanations	21	line	1000	AB	forward	forward	0.0	1.0	0.0
explanations	21	line	1000	AC	backward	backward	0.0	0.0	1.0
explanations	21	line	1000	BC	none	none	1.0	0.0	0.0
explanations	21	pair	1000	AB	none	none	1.0	0.0	0.0
explanations	21	pair	1000	AC	forward	forward	0.0	1.0	0.0
explanations	21	pair	1000	BC	none	none	1.0	0.0	0.0
explanations	21	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	21	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	21	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	21	skip	1000	AB	forward	forward	0.0	1.0	0.0
explanations	21	skip	1000	AC	backward	backward	0.0	0.0	1.0
explanations	21	skip	1000	BC	backward	backward	1.04e-08	0.0	0.9999999896
both	22	common_cause	1000	AB	backward	backward	0.0	0.0	1.0
both	22	common_cause	1000	AC	none	none	1.0	0.0	0.0
both	22	common_cause	1000	BC	forward	forward	0.0	1.0	0.0
both	22	common_effect	1000	AB	none	none	1.0	0.0	0.0
both	22	common_effect	1000	AC	forward	forward	0.0	1.0	0.0
both	22	common_effect	1000	BC	forward	forward	0.0	1.0	0.0
both	22	line	1000	AB	none	none	1.0	0.0	0.0
both	22	line	1000	AC	forward	forward	0.0	1.0	0.0
both	22	line	1000	BC	backward	backward	0.0	0.0	1.0
both	22	pair	1000	AB	none	none	1.0	0.0	0.0
both	22	pair	1000	AC	none	none	1.0	0.0	0.0
both	22	pair	1000	BC	forward	forward	0.0	1.0	0.0
both	22	separate	1000	AB	none	none	1.0	0.0	0.0
both	22	separate	1000	AC	none	none	1.0	0.0	0.0
both	22	separate	1000	BC	none	none	1.0	0.0	0.0
both	22	skip	1000	AB	backward	backward	0.0	0.0	1.0
both	22	skip	1000	AC	backward	backward	0.0	0.0	1.0
both	22	skip	1000	BC	backward	backward	0.0	0.0	1.0
activations	22	common_cause	1000	AB	backward	backward	-0.0	0.2929872829	0.7070127171
activations	22	common_cause	1000	AC	none	none	1.0	0.0	0.0
activations	22	common_cause	1000	BC	forward	forward	0.0	0.8442945454	0.1557054546
activations	22	common_effect	1000	AB	none	none	1.0	0.0	0.0
activations	22	common_effect	1000	AC	forward	forward	-0.0	1.0	0.0
activations	22	common_effect	1000	BC	forward	forward	-0.0	1.0	0.0
activations	22	line	1000	AB	none	none	1.0	0.0	0.0
activations	22	line	1000	AC	forward	forward	0.0	0.5600271913	0.4399728087
activations	22	line	1000	BC	backward	backward	0.0	0.1423513981	0.8576486019
activations	22	pair	1000	AB	none	none	1.0	0.0	0.0
activations	22	pair	1000	AC	none	none	1.0	0.0	0.0
activations	22	pair	1000	BC	backward	forward	0.0	0.5524861878	0.4475138122
activations	22	separate	1000	AB	none	none	1.0	0.0	0.0
activations	22	separate	1000	AC	none	none	1.0	0.0	0.0
activations	22	separate	1000	BC	none	none	1.0	0.0	0.0
activations	22	skip	1000	AB	backward	backward	0.0	0.0	1.0
activations	22	skip	1000	AC	backward	backward	0.0	0.0	1.0
activations	22	skip	1000	BC	forward	forward	0.0	0.6038282712	0.3961717288
explanations	22	common_cause	1000	AB	backward	backward	0.0	0.0	1.0
explanations	22	common_cause	1000	AC	none	none	1.0	0.0	0.0
explanations	22	common_cause	1000	BC	forward	forward	0.0	1.0	0.0
explanations	22	common_effect	1000	AB	none	none	1.0	0.0	0.0
explanations	22	common_effect	1000	AC	forward	forward	0.0	1.0	0.0
explanations	22	common_effect	1000	BC	forward	forward	0.0	1.0	0.0
explanations	22	line	1000	AB	none	none	1.0	0.0	0.0
explanations	22	line	1000	AC	forward	forward	0.0	1.0	0.0
explanations	22	line	1000	BC	backward	backward	0.0	0.0	1.0
explanations	22	pair	1000	AB	none	none	1.0	0.0	0.0
explanations	22	pair	1000	AC	none	none	1.0	0.0	0.0
explanations	22	pair	1000	BC	forward	forward	0.0	1.0	0.0
explanations	22	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	22	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	22	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	22	skip	1000	AB	backward	backward	0.0	0.0	1.0
explanations	22	skip	1000	AC	backward	backward	1e-10	0.0	0.9999999999
explanations	22	skip	1000	BC	backward	backward	0.0	0.0	1.0
both	23	common_cause	1000	AB	none	none	1.0	0.0	0.0
both	23	common_cause	1000	AC	backward	backward	0.0	0.0	1.0
both	23	common_cause	1000	BC	backward	backward	0.0	0.0	1.0
both	23	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
both	23	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
both	23	common_effect	1000	BC	none	none	1.0	0.0	0.0
both	23	line	1000	AB	forward	forward	0.0	1.0	0.0
both	23	line	1000	AC	backward	backward	0.0	0.0	1.0
both	23	line	1000	BC	none	none	1.0	0.0	0.0
both	23	pair	1000	AB	none	none	1.0	0.0	0.0
both	23	pair	1000	AC	forward	forward	0.0	1.0	0.0
both	23	pair	1000	BC	none	none	1.0	0.0	0.0
both	23	separate	1000	AB	none	none	1.0	0.0	0.0
both	23	separate	1000	AC	none	none	1.0	0.0	0.0
both	23	separate	1000	BC	none	none	1.0	0.0	0.0
both	23	skip	1000	AB	backward	backward	0.0	0.0	1.0
both	23	skip	1000	AC	backward	backward	0.0	0.0	1.0
both	23	skip	1000	BC	forward	forward	0.0	1.0	0.0
activations	23	common_cause	1000	AB	none	none	1.0	0.0	0.0
activations	23	common_cause	1000	AC	forward	backward	0.0	0.3664345914	0.6335654086
activations	23	common_cause	1000	BC	backward	backward	0.0	0.2671308171	0.7328691829
activations	23	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
activations	23	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
activations	23	common_effect	1000	BC	none	none	1.0	0.0	0.0
activations	23	line	1000	AB	forward	forward	-0.0	0.8911460506	0.1088539494
activations	23	line	1000	AC	forward	forward	0.0	0.8340893928	0.1659106072
activations	23	line	1000	BC	none	none	1.0	0.0	0.0
activations	23	pair	1000	AB	none	none	1.0	0.0	0.0
activations	23	pair	1000	AC	backward	backward	0.0	0.4736842105	0.5263157895
activations	23	pair	1000	BC	none	none	1.0	0.0	0.0
activations	23	separate	1000	AB	none	none	1.0	0.0	0.0
activations	23	separate	1000	AC	none	none	1.0	0.0	0.0
activations	23	separate	1000	BC	none	none	1.0	0.0	0.0
activations	23	skip	1000	AB	backward	backward	0.0	0.0	1.0
activations	23	skip	1000	AC	backward	backward	0.0	0.0	1.0
activations	23	skip	1000	BC	backward	forward	0.0	0.7611447213	0.2388552787
explanations	23	common_cause	1000	AB	none	none	1.0	0.0	0.0
explanations	23	common_cause	1000	AC	backward	backward	0.0	0.0	1.0
explanations	23	common_cause	1000	BC	backward	backward	0.0	0.0	1.0
explanations	23	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
explanations	23	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
explanations	23	common_effect	1000	BC	none	none	1.0	0.0	0.0
explanations	23	line	1000	AB	forward	forward	0.0	1.0	0.0
explanations	23	line	1000	AC	backward	backward	0.0	0.0	1.0
explanations	23	line	1000	BC	none	none	1.0	0.0	0.0
explanations	23	pair	1000	AB	none	none	1.0	0.0	0.0
explanations	23	pair	1000	AC	forward	forward	0.0	1.0	0.0
explanations	23	pair	1000	BC	none	none	1.0	0.0	0.0
explanations	23	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	23	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	23	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	23	skip	1000	AB	backward	backward	0.0	0.0	1.0
explanations	23	skip	1000	AC	backward	backward	-0.0	0.0	1.0
explanations	23	skip	1000	BC	forward	forward	-0.0	1.0	0.0
both	24	common_cause	1000	AB	forward	forward	0.0	1.0	0.0
both	24	common_cause	1000	AC	forward	forward	0.0	1.0	0.0
both	24	common_cause	1000	BC	none	none	1.0	0.0	0.0
both	24	common_effect	1000	AB	forward	forward	0.0	1.0	0.0
both	24	common_effect	1000	AC	none	none	1.0	0.0	0.0
both	24	common_effect	1000	BC	backward	backward	0.0	0.0	1.0
both	24	line	1000	AB	backward	backward	0.0	0.0	1.0
both	24	line	1000	AC	forward	forward	0.0	1.0	0.0
both	24	line	1000	BC	none	none	1.0	0.0	0.0
both	24	pair	1000	AB	none	none	1.0	0.0	0.0
both	24	pair	1000	AC	backward	backward	0.0	0.0	1.0
both	24	pair	1000	BC	none	none	1.0	0.0	0.0
both	24	separate	1000	AB	none	none	1.0	0.0	0.0
both	24	separate	1000	AC	none	none	1.0	0.0	0.0
both	24	separate	1000	BC	none	none	1.0	0.0	0.0
both	24	skip	1000	AB	backward	backward	0.0	0.0	1.0
both	24	skip	1000	AC	forward	forward	0.0	1.0	0.0
both	24	skip	1000	BC	forward	forward	0.0	1.0	0.0
activations	24	common_cause	1000	AB	forward	forward	0.0	0.8648026609	0.1351973391
activations	24	common_cause	1000	AC	backward	backward	0.0	0.2703946782	0.7296053218
activations	24	common_cause	1000	BC	none	none	1.0	0.0	0.0
activations	24	common_effect	1000	AB	forward	forward	-0.0	1.0	0.0
activations	24	common_effect	1000	AC	none	none	1.0	0.0	0.0
activations	24	common_effect	1000	BC	backward	backward	0.0	0.0	1.0
activations	24	line	1000	AB	backward	forward	0.0	0.5772202364	0.4227797636
activations	24	line	1000	AC	forward	forward	-0.0	0.8925350566	0.1074649434
activations	24	line	1000	BC	none	none	1.0	0.0	0.0
activations	24	pair	1000	AB	none	none	1.0	0.0	0.0
activations	24	pair	1000	AC	forward	forward	-0.0	0.5263157895	0.4736842105
activations	24	pair	1000	BC	none	none	1.0	0.0	0.0
activations	24	separate	1000	AB	none	none	1.0	0.0	0.0
activations	24	separate	1000	AC	none	none	1.0	0.0	0.0
activations	24	separate	1000	BC	none	none	1.0	0.0	0.0
activations	24	skip	1000	AB	backward	backward	-0.0	0.3961717288	0.6038282712
activations	24	skip	1000	AC	forward	forward	-0.0	1.0	0.0
activations	24	skip	1000	BC	forward	forward	-0.0	1.0	0.0
explanations	24	common_cause	1000	AB	forward	forward	0.0	1.0	0.0
explanations	24	common_cause	1000	AC	forward	forward	0.0	1.0	0.0
explanations	24	common_cause	1000	BC	none	none	1.0	0.0	0.0
explanations	24	common_effect	1000	AB	forward	forward	0.0	1.0	0.0
explanations	24	common_effect	1000	AC	none	none	1.0	0.0	0.0
explanations	24	common_effect	1000	BC	backward	backward	0.0	0.0	1.0
explanations	24	line	1000	AB	backward	backward	0.0	0.0	1.0
explanations	24	line	1000	AC	forward	forward	0.0	1.0	0.0
explanations	24	line	1000	BC	none	none	1.0	0.0	0.0
explanations	24	pair	1000	AB	none	none	1.0	0.0	0.0
explanations	24	pair	1000	AC	backward	backward	0.0	0.0	1.0
explanations	24	pair	1000	BC	none	none	1.0	0.0	0.0
explanations	24	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	24	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	24	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	24	skip	1000	AB	backward	backward	0.0	0.0	1.0
explanations	24	skip	1000	AC	forward	forward	0.0	1.0	0.0
explanations	24	skip	1000	BC	forward	forward	0.0	1.0	0.0
both	25	common_cause	1000	AB	forward	forward	0.0	1.0	0.0
both	25	common_cause	1000	AC	forward	forward	0.0	1.0	0.0
both	25	common_cause	1000	BC	none	none	1.0	0.0	0.0
both	25	common_effect	1000	AB	forward	forward	0.0	1.0	0.0
both	25	common_effect	1000	AC	none	none	1.0	0.0	0.0
both	25	common_effect	1000	BC	backward	backward	0.0	0.0	1.0
both	25	line	1000	AB	backward	backward	0.0	0.0	1.0
both	25	line	1000	AC	none	none	1.0	0.0	0.0
both	25	line	1000	BC	backward	backward	0.0	0.0	1.0
both	25	pair	1000	AB	forward	forward	0.0	1.0	0.0
both	25	pair	1000	AC	none	none	1.0	0.0	0.0
both	25	pair	1000	BC	none	none	1.0	0.0	0.0
both	25	separate	1000	AB	none	none	1.0	0.0	0.0
both	25	separate	1000	AC	none	none	1.0	0.0	0.0
both	25	separate	1000	BC	none	none	1.0	0.0	0.0
both	25	skip	1000	AB	backward	backward	0.0	0.0	1.0
both	25	skip	1000	AC	backward	backward	0.0	0.0	1.0
both	25	skip	1000	BC	forward	forward	0.0	1.0	0.0
activations	25	common_cause	1000	AB	forward	forward	-0.0	0.9336218584	0.0663781416
activations	25	common_cause	1000	AC	forward	forward	0.0	0.5086200745	0.4913799255
activations	25	common_cause	1000	BC	none	none	1.0	0.0	0.0
activations	25	common_effect	1000	AB	forward	forward	-0.0	1.0	0.0
activations	25	common_effect	1000	AC	none	none	1.0	0.0	0.0
activations	25	common_effect	1000	BC	backward	backward	0.0	0.0	1.0
activations	25	line	1000	AB	backward	backward	0.0	0.4642123426	0.5357876574
activations	25	line	1000	AC	none	none	1.0	0.0	0.0
activations	25	line	1000	BC	forward	forward	-0.0	0.8820034509	0.1179965491
activations	25	pair	1000	AB	backward	forward	-0.0	0.7797699379	0.2202300621
activations	25	pair	1000	AC	none	none	1.0	0.0	0.0
activations	25	pair	1000	BC	none	none	1.0	0.0	0.0
activations	25	separate	1000	AB	none	none	1.0	0.0	0.0
activations	25	separate	1000	AC	none	none	1.0	0.0	0.0
activations	25	separate	1000	BC	none	none	1.0	0.0	0.0
activations	25	skip	1000	AB	backward	backward	0.0	0.0	1.0
activations	25	skip	1000	AC	backward	backward	0.0	0.0	1.0
activations	25	skip	1000	BC	forward	forward	-0.0	0.9013727093	0.0986272907
explanations	25	common_cause	1000	AB	forward	forward	0.0	1.0	0.0
explanations	25	common_cause	1000	AC	forward	forward	0.0	1.0	0.0
explanations	25	common_cause	1000	BC	none	none	1.0	0.0	0.0
explanations	25	common_effect	1000	AB	forward	forward	0.0	1.0	0.0
explanations	25	common_effect	1000	AC	none	none	1.0	0.0	0.0
explanations	25	common_effect	1000	BC	backward	backward	0.0	0.0	1.0
explanations	25	line	1000	AB	backward	backward	0.0	0.0	1.0
explanations	25	line	1000	AC	none	none	1.0	0.0	0.0
explanations	25	line	1000	BC	backward	backward	0.0	0.0	1.0
explanations	25	pair	1000	AB	forward	forward	0.0	1.0	0.0
explanations	25	pair	1000	AC	none	none	1.0	0.0	0.0
explanations	25	pair	1000	BC	none	none	1.0	0.0	0.0
explanations	25	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	25	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	25	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	25	skip	1000	AB	backward	backward	0.0	0.0	1.0
explanations	25	skip	1000	AC	backward	backward	0.0	0.0	1.0
explanations	25	skip	1000	BC	forward	forward	0.0	1.0	0.0
both	26	common_cause	1000	AB	backward	backward	0.0	0.0	1.0
both	26	common_cause	1000	AC	none	none	1.0	0.0	0.0
both	26	common_cause	1000	BC	forward	forward	0.0	1.0	0.0
both	26	common_effect	1000	AB	none	none	1.0	0.0	0.0
both	26	common_effect	1000	AC	forward	forward	0.0	1.0	0.0
both	26	common_effect	1000	BC	forward	forward	0.0	1.0	0.0
both	26	line	1000	AB	none	none	1.0	0.0	0.0
both	26	line	1000	AC	forward	forward	0.0	1.0	0.0
both	26	line	1000	BC	backward	backward	0.0	0.0	1.0
both	26	pair	1000	AB	none	none	1.0	0.0	0.0
both	26	pair	1000	AC	none	none	1.0	0.0	0.0
both	26	pair	1000	BC	forward	forward	0.0	1.0	0.0
both	26	separate	1000	AB	none	none	1.0	0.0	0.0
both	26	separate	1000	AC	none	none	1.0	0.0	0.0
both	26	separate	1000	BC	none	none	1.0	0.0	0.0
both	26	skip	1000	AB	forward	forward	0.0	1.0	0.0
both	26	skip	1000	AC	backward	backward	0.0	0.0	1.0
both	26	skip	1000	BC	backward	backward	0.0	0.0	1.0
activations	26	common_cause	1000	AB	backward	backward	0.0	0.1105757855	0.8894242145
activations	26	common_cause	1000	AC	none	none	1.0	0.0	0.0
activations	26	common_cause	1000	BC	forward	forward	0.0	0.6476352714	0.3523647286
activations	26	common_effect	1000	AB	none	none	1.0	0.0	0.0
activations	26	common_effect	1000	AC	forward	forward	-0.0	1.0	0.0
activations	26	common_effect	1000	BC	forward	forward	-0.0	1.0	0.0
activations	26	line	1000	AB	none	none	1.0	0.0	0.0
activations	26	line	1000	AC	backward	backward	0.0	0.4447056467	0.5552943533
activations	26	line	1000	BC	backward	backward	0.0	0.1550592712	0.8449407288
activations	26	pair	1000	AB	none	none	1.0	0.0	0.0
activations	26	pair	1000	AC	none	none	1.0	0.0	0.0
activations	26	pair	1000	BC	forward	backward	0.0	0.3961717288	0.6038282712
activations	26	separate	1000	AB	none	none	1.0	0.0	0.0
activations	26	separate	1000	AC	none	none	1.0	0.0	0.0
activations	26	separate	1000	BC	none	none	1.0	0.0	0.0
activations	26	skip	1000	AB	forward	forward	-0.0	1.0	0.0
activations	26	skip	1000	AC	forward	backward	-0.0	0.3235458993	0.6764541007
activations	26	skip	1000	BC	backward	backward	0.0	0.0	1.0
explanations	26	common_cause	1000	AB	backward	backward	0.0	0.0	1.0
explanations	26	common_cause	1000	AC	none	none	1.0	0.0	0.0
explanations	26	common_cause	1000	BC	forward	forward	0.0	1.0	0.0
explanations	26	common_effect	1000	AB	none	none	1.0	0.0	0.0
explanations	26	common_effect	1000	AC	forward	forward	0.0	1.0	0.0
explanations	26	common_effect	1000	BC	forward	forward	0.0	1.0	0.0
explanations	26	line	1000	AB	none	none	1.0	0.0	0.0
explanations	26	line	1000	AC	forward	forward	0.0	1.0	0.0
explanations	26	line	1000	BC	backward	backward	0.0	0.0	1.0
explanations	26	pair	1000	AB	none	none	1.0	0.0	0.0
explanations	26	pair	1000	AC	none	none	1.0	0.0	0.0
explanations	26	pair	1000	BC	forward	forward	0.0	1.0	0.0
explanations	26	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	26	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	26	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	26	skip	1000	AB	forward	forward	0.0	1.0	0.0
explanations	26	skip	1000	AC	backward	backward	0.0	0.0	1.0
explanations	26	skip	1000	BC	backward	backward	0.0	0.0	1.0
both	27	common_cause	1000	AB	none	none	1.0	0.0	0.0
both	27	common_cause	1000	AC	backward	backward	0.0	0.0	1.0
both	27	common_cause	1000	BC	backward	backward	0.0	0.0	1.0
both	27	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
both	27	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
both	27	common_effect	1000	BC	none	none	1.0	0.0	0.0
both	27	line	1000	AB	none	none	1.0	0.0	0.0
both	27	line	1000	AC	backward	backward	0.0	0.0	1.0
both	27	line	1000	BC	forward	forward	0.0	1.0	0.0
both	27	pair	1000	AB	none	none	1.0	0.0	0.0
both	27	pair	1000	AC	none	none	1.0	0.0	0.0
both	27	pair	1000	BC	forward	forward	0.0	1.0	0.0
both	27	separate	1000	AB	none	none	1.0	0.0	0.0
both	27	separate	1000	AC	none	none	1.0	0.0	0.0
both	27	separate	1000	BC	none	none	1.0	0.0	0.0
both	27	skip	1000	AB	backward	backward	0.0	0.0	1.0
both	27	skip	1000	AC	backward	backward	0.0	0.0	1.0
both	27	skip	1000	BC	backward	backward	0.0	0.0	1.0
activations	27	common_cause	1000	AB	none	none	1.0	0.0	0.0
activations	27	common_cause	1000	AC	backward	backward	0.0	0.2668907423	0.7331092577
activations	27	common_cause	1000	BC	backward	backward	0.0	0.1751070161	0.8248929839
activations	27	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
activations	27	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
activations	27	common_effect	1000	BC	none	none	1.0	0.0	0.0
activations	27	line	1000	AB	none	none	1.0	0.0	0.0
activations	27	line	1000	AC	forward	backward	0.0	0.2545775149	0.7454224851
activations	27	line	1000	BC	backward	backward	0.0	0.4311292569	0.5688707431
activations	27	pair	1000	AB	none	none	1.0	0.0	0.0
activations	27	pair	1000	AC	none	none	1.0	0.0	0.0
activations	27	pair	1000	BC	forward	forward	0.0	0.8138233266	0.1861766734
activations	27	separate	1000	AB	none	none	1.0	0.0	0.0
activations	27	separate	1000	AC	none	none	1.0	0.0	0.0
activations	27	separate	1000	BC	none	none	1.0	0.0	0.0
activations	27	skip	1000	AB	backward	backward	0.0	0.0	1.0
activations	27	skip	1000	AC	backward	backward	0.0	0.0	1.0
activations	27	skip	1000	BC	forward	forward	0.0	0.5	0.5
explanations	27	common_cause	1000	AB	none	none	1.0	0.0	0.0
explanations	27	common_cause	1000	AC	backward	backward	0.0	0.0	1.0
explanations	27	common_cause	1000	BC	backward	backward	0.0	0.0	1.0
explanations	27	common_effect	1000	AB	backward	backward	0.0	0.0	1.0
explanations	27	common_effect	1000	AC	backward	backward	0.0	0.0	1.0
explanations	27	common_effect	1000	BC	none	none	1.0	0.0	0.0
explanations	27	line	1000	AB	none	none	1.0	0.0	0.0
explanations	27	line	1000	AC	backward	backward	0.0	0.0	1.0
explanations	27	line	1000	BC	forward	forward	0.0	1.0	0.0
explanations	27	pair	1000	AB	none	none	1.0	0.0	0.0
explanations	27	pair	1000	AC	none	none	1.0	0.0	0.0
explanations	27	pair	1000	BC	forward	forward	0.0	1.0	0.0
explanations	27	separate	1000	AB	none	none	1.0	0.0	0.0
explanations	27	separate	1000	AC	none	none	1.0	0.0	0.0
explanations	27	separate	1000	BC	none	none	1.0	0.0	0.0
explanations	27	skip	1000	AB	backward	backward	0.0	0.0	1.0
explanations	27	skip	1000	AC	backward	backward	0.0	0.0	1.0
explanations	27	skip	1000	BC	backward	backward	0.0	0.0	1.0
both	28	common_cause	1000	AB	none	none	1.0	0.0	0.0
both	28	common_cause	1000	AC	backward	backward	0.0	0.0	1.0
both	28	common_cause	1000	BC	backward	backward	0.0	0.0	1.0
both	28	common_effect	1000	AB	forward	forward	0.0	1.0	0.0
both	28	common_effect	1000	AC	none	none	1.0	0.0	0.0
both	28	common_effect	1000	BC	backward	backward	0.0	0.0	1.0
both	28	line	1000	AB	none	none	1.0	0.0	0.0
both	28	line	1000	AC	backward	backward	0.0	0.0	1.0
both	28	line	1000	BC	forward	forward	0.0	1.0	0.0
both	28	pair	1000	AB	none	none	1.0	0.0	0.0
both	28	pair	1000	AC	none	none	1.0	0.0	0.0
